feature_id,n_languages,l1_covered,total_covered,l1_share,total_share,dataset,feature
184,68,57166876.0,98034844.1472,0.8,0.9,apics,ɾ - voiced dental/alveolar flap
185,6,8200550.0,2682524.5,0.1,0.0,apics,ɹ - voiced dental/alveolar approximant
186,1,0.0,0.0,0.0,0.0,apics,ɻ - voiced retroflex approximant
187,68,57166876.0,98034844.1472,0.8,0.9,apics,ɸ - voiceless bilabial fricative
188,68,57166876.0,98034844.1472,0.8,0.9,apics,β - voiced bilabial fricative
189,68,57166876.0,98034844.1472,0.8,0.9,apics,f - voiceless labio-dental fricative
190,68,57166876.0,98034844.1472,0.8,0.9,apics,v - voiced labio-dental fricative
191,68,57166876.0,98034844.1472,0.8,0.9,apics,θ - voiceless dental fricative
192,68,57166876.0,98034844.1472,0.8,0.9,apics,ð - voiced dental fricative
193,68,57166876.0,98034844.1472,0.8,0.9,apics,s - voiceless dental/alveolar sibilant fricative
194,68,57166876.0,98034844.1472,0.8,0.9,apics,z - voiced dental/alveolar sibilant fricative
195,68,57166876.0,98034844.1472,0.8,0.9,apics,ʃ - voiceless palato-alveolar sibilant fricative
196,68,57166876.0,98034844.1472,0.8,0.9,apics,ʒ - voiced palato-alveolar sibilant fricative
197,1,5000000.0,0.0,0.1,0.0,apics,ɕ - voiceless alveolo-palatal fricative
198,1,7200000.0,9966164.608,0.1,0.1,apics,ç - voiceless palatal fricative
199,68,57166876.0,98034844.1472,0.8,0.9,apics,x - voiceless velar fricative
200,68,57166876.0,98034844.1472,0.8,0.9,apics,xʷ - labialized voiceless velar fricative
201,68,57166876.0,98034844.1472,0.8,0.9,apics,ɣ - voiced velar fricative
202,68,57166876.0,98034844.1472,0.8,0.9,apics,χ - voiceless uvular fricative
203,1,1.0,0.0,0.0,0.0,apics,χʷ - labialized voiceless uvular fricative
204,3,648000.0,559184.64,0.0,0.0,apics,ʁ - voiced uvular fricative
205,68,57166876.0,98034844.1472,0.8,0.9,apics,h - voiceless glottal fricative
206,1,90000.0,0.0,0.0,0.0,apics,hʷ - labialized voiceless glottal fricative
207,1,42000.0,0.0,0.0,0.0,apics,ħ - voiceless pharyngeal fricative
208,1,42000.0,0.0,0.0,0.0,apics,ʕ - voiced pharyngeal fricative
209,68,57166876.0,98034844.1472,0.8,0.9,apics,l - voiced dental/alveolar lateral approximant
210,1,2788.0,0.0,0.0,0.0,apics,lː - geminate voiced lateral approximant
211,1,0.0,0.0,0.0,0.0,apics,lʲ - palatalized voiced lateral approximant
212,68,57166876.0,98034844.1472,0.8,0.9,apics,ɬ - voiceless dental/alveolar lateral fricative
213,1,1.0,0.0,0.0,0.0,apics,tɬ - voiceless lateral affricate
214,1,1.0,0.0,0.0,0.0,apics,tɬʼ - voiceless lateral ejective affricate
215,7,1875399.0,556022.74,0.0,0.0,apics,ʎ - voiced palatal lateral approximant
216,1,100000.0,0.0,0.0,0.0,apics,ɮ - voiced lateral fricative
217,68,57166876.0,98034844.1472,0.8,0.9,apics,ɭ - voiced retroflex lateral approximant
218,68,57166876.0,98034844.1472,0.8,0.9,apics,j - voiced palatal glide
219,5,10006400.0,9833534.78,0.1,0.1,apics,ȷ̃ - nasalized voiced palatal glide
220,3,10200000.0,10079843.64,0.1,0.1,apics,ɥ - voiced labiopalatal glide
221,68,57166876.0,98034844.1472,0.8,0.9,apics,w - voiced labial-velar glide
222,4,808.0,0.0,0.0,0.0,apics,ʋ - voiced labio-dental approximant
223,1,2788.0,0.0,0.0,0.0,apics,pː - geminate voiceless bilabial plosive
224,1,2788.0,0.0,0.0,0.0,apics,bː - geminate voiced bilabial plosive
225,1,2788.0,0.0,0.0,0.0,apics,tː - geminate voiceless dental/alveolar plosive
226,1,2788.0,0.0,0.0,0.0,apics,dː - geminate voiced dental/alveolar plosive
227,1,2788.0,0.0,0.0,0.0,apics,kː - geminate voiceless velar plosive
228,1,2788.0,0.0,0.0,0.0,apics,gː - geminate voiced velar plosive
229,1,2788.0,0.0,0.0,0.0,apics,mː - geminate voiced bilabial nasal
230,1,2788.0,0.0,0.0,0.0,apics,n: - geminate dental/alveolar nasal
231,68,57166876.0,98034844.1472,0.8,0.9,apics,<sup>m</sup>b - prenasalized voiced bilabial plosive
232,8,20578287.0,3986653.454,0.3,0.0,apics,ⁿd - prenasalized voiced dental/alveolar plosive
233,2,0.0,0.0,0.0,0.0,apics,ⁿd͡ʒ - prenasalized voiced palato-alveolar sibilant affricate
234,1,500000.0,0.0,0.0,0.0,apics,<sup>ɲ</sup>ɟ - prenasalized voiced palatal plosive
235,9,20578287.0,3986653.454,0.3,0.0,apics,<sup>ŋ</sup>g - prenasalized voiced velar plosive
236,4,569899.0,0.0,0.0,0.0,apics,<sup>m</sup>p - prenasalized voiceless bilabial plosive
237,4,575499.0,0.0,0.0,0.0,apics,ⁿt - prenasalized voiceless dental/alveolar plosive
238,1,500000.0,0.0,0.0,0.0,apics,<sup>ɲ</sup>c - prenasalized voiceless palatal plosive
239,4,569899.0,0.0,0.0,0.0,apics,<sup>ŋ</sup>k - prenasalized voiceless velar plosive
240,2,69899.0,0.0,0.0,0.0,apics,ⁿf - prenasalized voiceless labiodental fricative
241,1,42000.0,0.0,0.0,0.0,apics,<sup>m</sup>v - prenasalized voiced labiodental fricative
242,1,0.0,0.0,0.0,0.0,apics,ⁿs - prenasalized voiceless dental/alveolar sibilant fricative
243,2,20069899.0,3986653.454,0.3,0.0,apics,ⁿz - prenasalized voiced dental/alveolar sibilant fricative
244,1,69899.0,0.0,0.0,0.0,apics,ⁿʒ - prenasalized voiced palato-alveolar fricative
245,1,0.0,0.0,0.0,0.0,apics,<sup>ŋ</sup>x - prenasalized voiceless velar fricative
246,1,42000.0,0.0,0.0,0.0,apics,<sup>m</sup>w - prenasalized voiced labial-velar glide
247,1,730.0,1900.9451999999999,0.0,0.0,apics,ʰp - voiceless preaspirated bilabilal plosive
248,1,730.0,1900.9451999999999,0.0,0.0,apics,ʰt - voiceless preaspirated dental/alveolar plosive
249,1,730.0,1900.9451999999999,0.0,0.0,apics,ʰtʃ - voiceless preaspirated palato-alveolar sibilant affricate
250,1,730.0,1900.9451999999999,0.0,0.0,apics,ʰk - voiceless preaspirated velar plosive
251,1,800.0,0.0,0.0,0.0,apics,ʰr - pre-breathy voice rhotic
252,68,57166876.0,98034844.1472,0.8,0.9,apics,i - high front unrounded vowel
253,68,57166876.0,98034844.1472,0.8,0.9,apics,e - higher mid front unrounded vowel
254,68,57166876.0,98034844.1472,0.8,0.9,apics,ɛ - lower mid front unrounded vowel
255,68,57166876.0,98034844.1472,0.8,0.9,apics,æ - raised low front unrounded vowel
256,68,57166876.0,98034844.1472,0.8,0.9,apics,a - low central unrounded vowel
257,68,57166876.0,98034844.1472,0.8,0.9,apics,u - high back rounded vowel
258,68,57166876.0,98034844.1472,0.8,0.9,apics,o - higher mid back rounded vowel
259,68,57166876.0,98034844.1472,0.8,0.9,apics,ɔ - lower mid back rounded vowel
260,68,57166876.0,98034844.1472,0.8,0.9,apics,ɑ - low back unrounded vowel
261,68,57166876.0,98034844.1472,0.8,0.9,apics,y - high front rounded vowel
262,1,550.0,0.0,0.0,0.0,apics,ɒ - low back rounded vowel
263,68,57166876.0,98034844.1472,0.8,0.9,apics,ɪ - lowered high front unrounded vowel
264,1,0.0,0.0,0.0,0.0,apics,ʏ - lowered high front rounded vowel
265,4,931300.0,775837.16,0.0,0.0,apics,ø - higher mid front rounded oral vowel
266,4,610730.0,561085.5852,0.0,0.0,apics,œ - lower mid front rounded oral vowel
267,68,57166876.0,98034844.1472,0.8,0.9,apics,ɨ - high central unrounded vowel
268,68,57166876.0,98034844.1472,0.8,0.9,apics,ə - mid central unrounded vowel
269,1,0.0,0.0,0.0,0.0,apics,ɜ - lower mid central unrounded vowel
270,1,550.0,0.0,0.0,0.0,apics,ʌ - lower central unrounded vowel
271,2,500008.0,0.0,0.0,0.0,apics,ɐ - near-open central vowel
272,68,57166876.0,98034844.1472,0.8,0.9,apics,ɯ - high back unrounded vowel
273,68,57166876.0,98034844.1472,0.8,0.9,apics,ʊ - lowered high back rounded vowel
274,68,57166876.0,98034844.1472,0.8,0.9,apics,iː - long high front unrounded vowel
275,68,57166876.0,98034844.1472,0.8,0.9,apics,eː - long higher mid front unrounded vowel
276,68,57166876.0,98034844.1472,0.8,0.9,apics,ɛː - long lower mid front unrounded vowel
277,68,57166876.0,98034844.1472,0.8,0.9,apics,æː - long raised low front unrounded vowel
278,68,57166876.0,98034844.1472,0.8,0.9,apics,aː - long low central unrounded vowel
279,68,57166876.0,98034844.1472,0.8,0.9,apics,uː - long high back rounded vowel
280,68,57166876.0,98034844.1472,0.8,0.9,apics,oː - long higher mid back rounded vowel
281,68,57166876.0,98034844.1472,0.8,0.9,apics,ɔː - long lower mid back rounded vowel
282,68,57166876.0,98034844.1472,0.8,0.9,apics,ɑː - long low back unrounded vowel
283,1,0.0,0.0,0.0,0.0,apics,əː - long mid central unrounded vowel
284,68,57166876.0,98034844.1472,0.8,0.9,apics,yː - long high front rounded vowel
285,68,57166876.0,98034844.1472,0.8,0.9,apics,ĩ - nasalized high front unrounded vowel
286,68,57166876.0,98034844.1472,0.8,0.9,apics,ẽ - nasalized higher mid front unrounded vowel
287,67,47566876.0,88514185.1472,0.7,0.8,apics,ɛ̃ - nasalized lower mid front unrounded vowel
288,68,57166876.0,98034844.1472,0.8,0.9,apics,ã - nasalized low central unrounded vowel
289,68,57166876.0,98034844.1472,0.8,0.9,apics,ũ - nasalized high back rounded vowel
290,68,57166876.0,98034844.1472,0.8,0.9,apics,õ - nasalized higher mid back rounded vowel
291,68,57166876.0,98034844.1472,0.8,0.9,apics,ɔ̃ - nasalized lower mid back rounded vowel
292,1,600000.0,1179450.0,0.0,0.0,apics,ɑ̃ - nasalized low back unrounded vowel
293,1,871000.0,556022.74,0.0,0.0,apics,ə̃ - nasalized mid central unrounded vowel
294,2,600000.0,559184.64,0.0,0.0,apics,œ̃ - nasalized lower mid front rounded vowel
295,2,415700.0,439795.44,0.0,0.0,apics,ai - diphthong falling from low central unrounded vowel to high front unrounded vowel
296,1,415700.0,439795.44,0.0,0.0,apics,ei - diphthong falling from higher mid front unrounded vowel to high front unrounded vowel
297,1,415700.0,439795.44,0.0,0.0,apics,oi - diphthong falling from higher mid back rounded vowel to high front unrounded vowel
298,1,0.0,0.0,0.0,0.0,apics,ɔi - diphthong falling from lower mid back rounded vowel to high front unrounded vowel
299,1,415700.0,439795.44,0.0,0.0,apics,ui - diphthong going from high back rounded vowel to high front unrounded vowel
300,1,7200000.0,9966164.608,0.1,0.1,apics,ǝi - diphthong falling from mid central unrounded vowel to high front unrounded vowel
301,2,415700.0,439795.44,0.0,0.0,apics,au - diphthong falling from low central unrounded vowel to to high back rounded vowel
302,1,7200000.0,9966164.608,0.1,0.1,apics,ɔu - diphthong falling from lower mid back rounded vowel to high back rounded vowel
303,2,415700.0,439795.44,0.0,0.0,apics,ou - diphthong falling from higher mid back rounded vowel to high back rounded vowel
304,1,7200000.0,9966164.608,0.1,0.1,apics,œy - diphthong falling from lower mid front rounded vowel to high front rounded vowel
305,1,600000.0,1179450.0,0.0,0.0,apics,ɛə - diphthong with lower mid front unrounded vowel and nonsyllabic mid central unrounded vowel
306,1,600000.0,1179450.0,0.0,0.0,apics,iə - diphthong with high front unrounded vowel and nonsyllabic mid central unrounded vowel
307,1,600000.0,1179450.0,0.0,0.0,apics,uə - diphthong with high back rounded vowel and nonsyllabic mid central unrounded vowel
308,68,57166876.0,98034844.1472,0.8,0.9,apics,Lexifier language
309,68,57166876.0,98034844.1472,0.8,0.9,apics,Proportion of native speakers
310,68,57166876.0,98034844.1472,0.8,0.9,apics,Ongoing creolization of pidgins
311,64,49645576.0,87852027.0192,0.7,0.8,apics,Increasing use
312,68,57166876.0,98034844.1472,0.8,0.9,apics,Language abandonment
313,68,57166876.0,98034844.1472,0.8,0.9,apics,Size of speaker community
314,68,57166876.0,98034844.1472,0.8,0.9,apics,Gender-related use
315,68,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: radio and TV news
316,67,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: radio and TV call-ins/discussions
317,68,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: music
318,68,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: literature
319,68,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: newspaper editorials
320,68,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: other newspaper items
321,67,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: public contexts
322,67,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: court
323,67,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: parliament
324,68,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: school
325,65,57166876.0,98034844.1472,0.8,0.9,apics,Domains of use: electronic media
326,67,57166876.0,98034844.1472,0.8,0.9,apics,Contact with other languages
327,65,57166876.0,98034844.1472,0.8,0.9,apics,Geographic variation: phonology
328,64,57166876.0,98034844.1472,0.8,0.9,apics,Geographic variation: morphosyntax
329,63,49966876.0,88068679.5392,0.7,0.8,apics,Geographic variation: lexicon
330,64,57166326.0,98034844.1472,0.8,0.9,apics,Urban/rural variation: phonology
331,62,49966326.0,88068679.5392,0.7,0.8,apics,Urban/rural variation: morphosyntax
332,61,49966326.0,88068679.5392,0.7,0.8,apics,Urban/rural variation: lexicon
333,62,49876876.0,88068679.5392,0.7,0.8,apics,Social variation: phonology
334,62,49876876.0,88068679.5392,0.7,0.8,apics,Social variation: morphosyntax
335,61,57071488.0,98034844.1472,0.8,0.9,apics,Social variation: lexicon
